X,Y,Z,Radii
-10.854427,-3.664852,10.778642,0.77
-11.123249,-4.029479,9.390202,0.77
-10.142333,-2.845515,10.820109,0.37
-10.438325,-4.514218,11.304847,0.37
-11.776718,-3.355993,11.260521,0.37
-11.336306,-4.321179,8.274874,0.73
-13.984495,3.879339,-10.392566,0.77
-12.880606,4.670077,-10.928783,0.77
-14.918223,4.189628,-10.855857,0.37
-14.054559,4.026619,-9.317276,0.37
-13.818624,2.825497,-10.597044,0.37
-11.995492,5.303526,-11.357754,0.73
-13.984495,3.883628,-10.389707,0.77
-12.879176,4.672937,-10.927353,0.77
-14.919653,4.189628,-10.854427,0.37
-14.051699,4.030909,-9.314416,0.37
-13.818624,2.831217,-10.594184,0.37
-11.994062,5.307816,-11.357754,0.73
15.28285,0.104383,0.720673,0.77
14.582195,0.108673,2.00044,0.77
16.35528,0.180168,0.887972,0.37
14.956831,0.949458,0.118682,0.37
15.069794,-0.816477,0.184458,0.37
14.018812,0.111533,3.027114,0.73
15.27713,0.101523,0.719243,0.77
14.577906,0.107243,2.00187,0.77
16.339552,0.178738,0.885113,0.37
14.951111,0.942309,0.117252,0.37
15.068364,-0.820767,0.180168,0.37
14.015952,0.110103,3.029974,0.73
8.612332,-3.906507,-3.07573,0.77
9.281529,-5.067593,-2.496617,0.77
8.309192,-4.126713,-4.095256,0.37
9.288678,-3.055712,-3.08145,0.37
7.731509,-3.656273,-2.489468,0.37
9.819174,-5.998461,-2.033329,0.73
8.613762,-3.912226,-3.071441,0.77
9.282958,-5.071882,-2.493758,0.77
8.314911,-4.135292,-4.092396,0.37
9.290108,-3.061431,-3.08002,0.37
7.731509,-3.666282,-2.480889,0.37
9.824893,-6.002751,-2.026179,0.73
2.798329,13.749989,-4.442721,0.77
2.649618,13.26239,-3.0743,0.77
1.967553,14.406317,-4.691525,0.37
2.806908,12.910634,-5.133367,0.37
3.729199,14.301933,-4.539955,0.37
2.530936,12.872026,-1.977561,0.73
2.795469,13.744269,-4.434142,0.77
2.649618,13.259531,-3.067151,0.77
1.968982,14.397737,-4.684376,0.37
2.805478,12.907774,-5.127648,0.37
3.723479,14.284774,-4.525657,0.37
2.530936,12.863447,-1.970412,0.73
12.614643,-14.103177,2.070506,0.77
12.307213,-13.142279,1.015234,0.77
13.109391,-13.598418,2.895562,0.37
13.272401,-14.878186,1.681571,0.37
11.699502,-14.563606,2.432272,0.37
12.059839,-12.371558,0.170159,0.73
12.616073,-14.100317,2.063356,0.77
12.305783,-13.139419,1.012374,0.77
13.105101,-13.592699,2.886983,0.37
13.270971,-14.878186,1.674422,0.37
11.702362,-14.559316,2.423693,0.37
12.059839,-12.364408,0.168729,0.73
2.876974,6.603312,11.861081,0.77
2.811198,8.050378,12.044109,0.77
2.069076,6.125723,12.407306,0.37
3.827862,6.228676,12.232858,0.37
2.78689,6.358798,10.80581,0.37
2.756861,9.210033,12.19139,0.73
2.876974,6.607602,11.861081,0.77
2.808338,8.057528,12.042679,0.77
2.074796,6.128583,12.411596,0.37
3.813563,6.225817,12.222848,0.37
2.791179,6.360228,10.80867,0.37
2.754002,9.218613,12.185671,0.73
-6.837817,-11.005997,5.645274,0.77
-5.56234,-11.606558,5.263489,0.77
-6.699116,-9.950726,5.85976,0.37
-7.226751,-11.502174,6.530387,0.37
-7.554201,-11.11324,4.834517,0.37
-4.539955,-12.085577,4.958919,0.73
-6.832097,-11.010286,5.646704,0.77
-5.558051,-11.610848,5.263489,0.77
-6.699116,-9.959305,5.86262,0.37
-7.221032,-11.502174,6.537536,0.37
-7.547051,-11.11467,4.834517,0.37
-4.532806,-12.097016,4.957489,0.73
13.759999,-12.451633,-6.273003,0.77
13.847223,-13.612719,-7.152397,0.77
12.803391,-11.954026,-6.411705,0.37
14.560747,-11.753838,-6.504648,0.37
13.850083,-12.764784,-5.234891,0.37
13.917288,-14.545017,-7.85734,0.73
13.761429,-12.455923,-6.275863,0.77
13.847223,-13.615579,-7.155257,0.77
12.80482,-11.962605,-6.413135,0.37
14.566467,-11.756698,-6.507508,0.37
13.848653,-12.767644,-5.239181,0.37
13.915858,-14.547877,-7.86163,0.73
3.616236,4.740143,15.730411,0.77
2.359347,5.456527,15.530224,0.77
4.043778,5.008965,16.692739,0.37
4.31832,5.003246,14.943962,0.37
3.438927,3.669142,15.706103,0.37
1.352692,6.02992,15.370074,0.73
3.606226,4.734423,15.733271,0.77
2.352198,5.456527,15.531654,0.77
4.030909,4.996096,16.695599,0.37
4.295442,4.984657,14.951111,0.37
3.436067,3.663423,15.708963,0.37
1.339823,6.034209,15.367214,0.73
-4.059507,8.736734,13.488316,0.77
-2.742561,8.450753,12.926363,0.77
-4.01661,8.682397,14.573616,0.37
-4.78161,8.010341,13.12369,0.37
-4.378377,9.73338,13.195185,0.37
-1.687291,8.221968,12.475941,0.73
-4.055217,8.739594,13.485456,0.77
-2.736842,8.450753,12.923503,0.77
-4.01804,8.693837,14.566467,0.37
-4.77875,8.01463,13.11797,0.37
-4.374087,9.73338,13.198045,0.37
-1.677282,8.217678,12.475941,0.73
7.026565,12.66612,8.509378,0.77
7.358303,13.651326,7.484135,0.77
5.975583,12.400156,8.439313,0.37
7.223892,13.079362,9.496015,0.37
7.629986,11.770998,8.372107,0.37
7.622836,14.440635,6.663368,0.73
7.029424,12.670409,8.505089,0.77
7.359733,13.655615,7.479845,0.77
5.979873,12.405876,8.436453,0.37
7.228182,13.080792,9.487436,0.37
7.628556,11.778147,8.370678,0.37
7.619976,14.447784,6.656219,0.73
-6.723424,-8.878295,-9.710502,0.77
-6.543257,-9.420229,-8.366389,0.77
-6.902164,-7.807294,-9.654734,0.37
-7.574219,-9.355884,-10.189521,0.37
-5.832592,-9.059893,-10.305342,0.37
-6.398835,-9.853492,-7.289668,0.73
-6.720564,-8.882585,-9.711932,0.77
-6.541827,-9.421659,-8.362099,0.77
-6.896444,-7.815874,-9.654734,0.37
-7.572789,-9.360174,-10.19524,0.37
-5.838312,-9.064182,-10.311063,0.37
-6.397405,-9.857782,-7.278229,0.73
12.109885,-14.314802,-10.983118,0.77
12.241437,-13.000719,-10.361109,0.77
12.930652,-14.477813,-11.676624,0.37
11.169006,-14.373429,-11.525052,0.37
12.129904,-15.089813,-10.220978,0.37
12.34582,-11.946876,-9.863501,0.73
12.109885,-14.309083,-10.981689,0.77
12.241437,-12.993567,-10.359679,0.77
12.930652,-14.474953,-11.675194,0.37
11.170436,-14.369139,-11.523623,0.37
12.128474,-15.085523,-10.219548,0.37
12.35011,-11.932577,-9.853492,0.73
10.951661,13.459718,5.495134,0.77
10.79723,13.905849,4.113844,0.77
10.917343,14.314803,6.16576,0.37
11.905409,12.95353,5.615246,0.37
10.149482,12.771932,5.753947,0.37
10.674259,14.264756,3.007095,0.73
10.95023,13.465438,5.492274,0.77
10.795801,13.910139,4.108124,0.77
10.915913,14.320522,6.164331,0.37
11.901119,12.95925,5.610957,0.37
10.150912,12.779082,5.753947,0.37
10.668539,14.270476,2.997086,0.73
2.6296,-9.576089,0.805038,0.77
1.497113,-10.153772,0.087224,0.77
2.47231,-9.667603,1.876038,0.37
2.731123,-8.523678,0.549084,0.37
3.54474,-10.098006,0.533355,0.37
0.589122,-10.615632,-0.487598,0.73
2.62674,-9.577519,0.802178,0.77
1.489963,-10.155202,0.084365,0.77
2.47231,-9.664743,1.874609,0.37
2.729693,-8.539407,0.549084,0.37
3.54331,-10.092287,0.530496,0.37
0.574823,-10.627071,-0.494748,0.73
-13.299568,14.283345,12.531708,0.77
-11.852502,14.20184,12.35011,0.77
-13.729971,14.926803,11.768138,0.37
-13.524064,14.693728,13.512624,0.37
-13.738551,13.292419,12.451633,0.37
-10.692848,14.137494,12.204259,0.73
-13.293849,14.286204,12.535997,0.77
-11.848212,14.20041,12.351539,0.77
-13.729971,14.932523,11.770998,0.37
-13.522634,14.696588,13.511194,0.37
-13.72282,13.306718,12.468792,0.37
-10.688558,14.133205,12.204259,0.73
10.875875,14.796682,-7.660014,0.77
9.929277,13.698513,-7.837322,0.77
11.031735,14.97971,-6.600452,0.37
10.484081,15.697524,-8.123305,0.37
11.826764,14.543587,-8.121875,0.37
9.171426,12.819119,-7.978882,0.73
10.873015,14.792391,-7.660014,0.77
9.926417,13.692792,-7.837322,0.77
11.030306,14.97971,-6.601882,0.37
10.488371,15.694664,-8.120445,0.37
11.818185,14.539298,-8.123305,0.37
9.162846,12.8134,-7.977452,0.73
-12.377277,3.70203,-6.417425,0.77
-11.357754,4.737283,-6.278722,0.77
-11.956885,2.733983,-6.152891,0.37
-12.729035,3.667712,-7.445528,0.37
-13.215203,3.916516,-5.761096,0.37
-10.541276,5.568059,-6.167191,0.73
-12.375847,3.70203,-6.413135,0.77
-11.356324,4.740143,-6.275863,0.77
-11.959745,2.735413,-6.147171,0.37
-12.730465,3.669142,-7.444098,0.37
-13.209484,3.915086,-5.756807,0.37
-10.536987,5.573779,-6.162902,0.73
-13.226642,-3.158666,-12.51169,0.77
-14.007373,-4.126713,-11.746688,0.77
-12.794811,-3.641974,-13.385363,0.37
-12.425895,-2.759722,-11.893968,0.37
-13.865812,-2.340758,-12.836278,0.37
-14.632242,-4.901722,-11.131828,0.73
-13.226642,-3.161525,-12.505969,0.77
-14.007373,-4.131003,-11.740969,0.77
-12.799101,-3.639115,-13.379644,0.37
-12.427325,-2.761152,-11.885389,0.37
-13.860093,-2.345048,-12.830559,0.37
-14.636532,-4.911731,-11.124679,0.73
-10.705717,10.459772,11.965465,0.77
-11.5751,9.317277,12.229997,0.77
-9.889239,10.158062,11.313427,0.37
-10.293902,10.834409,12.900624,0.37
-11.271959,11.253371,11.483586,0.37
-12.272896,8.402136,12.441624,0.73
-10.705717,10.454052,11.968324,0.77
-11.5751,9.312987,12.231427,0.77
-9.894959,10.150912,11.314856,0.37
-10.298192,10.831549,12.906344,0.37
-11.269099,11.244791,11.486446,0.37
-12.274326,8.392127,12.444484,0.73
-6.807789,9.814884,1.531431,0.77
-6.323051,10.318211,0.248804,0.77
-5.979873,9.40593,2.103394,0.37
-7.545621,9.034155,1.364132,0.37
-7.26679,10.621352,2.096244,0.37
-5.934116,10.722876,-0.77787,0.73
-6.806359,9.820604,1.528571,0.77
-6.320191,10.321071,0.244514,0.77
-5.981302,9.41022,2.096244,0.37
-7.538472,9.039874,1.368421,0.37
-7.26965,10.627071,2.093384,0.37
-5.926967,10.724305,-0.786449,0.73
-15.075514,7.823023,5.905518,0.77
-14.846729,7.268219,4.574274,0.77
-14.740915,7.116649,6.660508,0.37
-16.135074,8.02035,6.045648,0.37
-14.523569,8.752463,6.01848,0.37
-14.66513,6.824948,3.507563,0.73
-15.074084,7.820163,5.899798,0.77
-14.846729,7.266789,4.568554,0.77
-14.742345,7.118079,6.651929,0.37
-16.130785,8.01749,6.038499,0.37
-14.523569,8.745313,6.01562,0.37
-14.66513,6.819228,3.498983,0.73
-10.045099,4.049498,-2.409394,0.77
-8.839686,3.639114,-3.122918,0.77
-10.514109,4.883134,-2.92702,0.37
-9.789145,4.355498,-1.399878,0.37
-10.748613,3.221581,-2.363636,0.37
-7.873071,3.310236,-3.69488,0.73
-10.045099,4.045208,-2.416544,0.77
-8.835397,3.637684,-3.127208,0.77
-10.521258,4.878844,-2.93703,0.37
-9.787715,4.345488,-1.40846,0.37
-10.744324,3.217292,-2.369356,0.37
-7.86306,3.313095,-3.7006,0.73
10.970249,-2.874115,13.168017,0.77
12.115605,-2.886984,14.074578,0.77
11.244791,-3.333113,12.222848,0.37
10.65424,-1.84887,12.987849,0.37
10.145193,-3.428918,13.606998,0.37
13.032176,-2.896993,14.800971,0.73
10.970249,-2.872685,13.175166,0.77
12.117035,-2.885554,14.078868,0.77
11.244791,-3.327394,12.225708,0.37
10.6571,-1.854589,12.994998,0.37
10.139473,-3.427488,13.614148,0.37
13.037896,-2.896993,14.806691,0.73
15.108401,12.427325,2.826927,0.77
14.249027,11.788156,3.819282,0.77
14.889625,12.03124,1.838861,0.37
16.150803,12.234288,3.064291,0.37
14.936813,13.501185,2.826927,0.37
13.559811,11.27482,4.614311,0.73
15.099822,12.427325,2.828357,0.77
14.243307,11.785296,3.820713,0.77
14.876756,12.03124,1.841721,0.37
16.142224,12.241437,3.065721,0.37
14.929663,13.499755,2.825497,0.37
13.551232,11.2691,4.618601,0.73
-16.276636,7.707201,10.077987,0.77
-15.219935,6.850686,9.546061,0.77
-16.717047,8.290603,9.272949,0.37
-15.861962,8.383546,10.821539,0.37
-17.048785,7.09949,10.541277,0.37
-14.374859,6.164331,9.118519,0.73
-16.273776,7.701481,10.077987,0.77
-15.218505,6.847826,9.543201,0.77
-16.711327,8.286313,9.277239,0.37
-15.864822,8.369248,10.827258,0.37
-17.048785,7.09663,10.544137,0.37
-14.371999,6.162901,9.115659,0.73
4.366937,2.77831,11.915418,0.77
3.295936,1.914646,12.405876,0.77
4.527087,3.596217,12.611783,0.37
4.098114,3.184404,10.944511,0.37
5.287797,2.206347,11.819615,0.37
2.437992,1.224001,12.797671,0.73
4.361217,2.77402,11.918278,0.77
3.293077,1.911786,12.408736,0.77
4.517077,3.590497,12.613213,0.37
4.096684,3.182974,10.945941,0.37
5.277788,2.204917,11.819615,0.37
2.433702,1.219711,12.799101,0.73
-15.1227,-8.430734,-12.726175,0.77
-13.688503,-8.260575,-12.940661,0.77
-15.460159,-9.350165,-13.198045,0.37
-15.661776,-7.589948,-13.156578,0.37
-15.334327,-8.47935,-11.660895,0.37
-12.540288,-8.123305,-13.113679,0.73
-15.114121,-8.425014,-12.726175,0.77
-13.684213,-8.254856,-12.943521,0.77
-15.44729,-9.345875,-13.199475,0.37
-15.651766,-7.584228,-13.156578,0.37
-15.322888,-8.467911,-11.658036,0.37
-12.535998,-8.111864,-13.119401,0.73
-2.026179,13.238082,12.800531,0.77
-2.61816,13.918718,13.948747,0.77
-1.262608,13.870101,12.351539,0.37
-2.794039,13.027886,12.059839,0.37
-1.571468,12.302923,13.11797,0.37
-3.092889,14.463513,14.868177,0.73
-2.027609,13.240942,12.80768,0.77
-2.619589,13.921578,13.953036,0.77
-1.262608,13.872961,12.35869,0.37
-2.792609,13.029316,12.069848,0.37
-1.578618,12.307213,13.12226,0.37
-3.094319,14.469232,14.879616,0.73
-14.788102,2.260683,11.878241,0.77
-15.543092,3.494694,12.085577,0.77
-14.430625,1.883188,12.833418,0.37
-13.937307,2.453721,11.230492,0.37
-15.42441,1.511412,11.41495,0.37
-16.146514,4.48276,12.251447,0.73
-14.788102,2.266403,11.879671,0.77
-15.544522,3.498983,12.087007,0.77
-14.432054,1.888908,12.829129,0.37
-13.931587,2.459441,11.231922,0.37
-15.42584,1.512842,11.41781,0.37
-16.147944,4.488479,12.252876,0.73
-4.262554,9.201454,7.542761,0.77
-3.825002,7.960294,8.173351,0.77
-3.803553,10.050819,8.043229,0.37
-5.343564,9.290108,7.615687,0.37
-3.973713,9.207174,6.496069,0.37
-3.473244,6.963649,8.678108,0.73
-4.261124,9.200024,7.545621,0.77
-3.823572,7.956004,8.17621,0.77
-3.803553,10.049389,8.041799,0.37
-5.340704,9.288678,7.615687,0.37
-3.972283,9.207174,6.498929,0.37
-3.476104,6.955069,8.682397,0.73
12.03982,3.988012,13.230933,0.77
11.991204,5.130508,14.137494,0.77
11.157567,3.368862,13.371064,0.37
12.926363,3.39317,13.435409,0.37
12.071278,4.332619,12.2014,0.37
11.951166,6.047078,14.863887,0.73
12.03839,3.998021,13.230933,0.77
11.991204,5.137657,14.140354,0.77
11.166147,3.387451,13.376783,0.37
12.920643,3.403179,13.42826,0.37
12.065558,4.344058,12.19854,0.37
11.951166,6.055658,14.869607,0.73
5.038993,-9.125669,-9.73195,0.77
4.677227,-7.757248,-9.374473,0.77
4.575704,-9.822033,-9.037014,0.37
6.118574,-9.244352,-9.687622,0.37
4.697246,-9.347305,-10.738604,0.37
4.388386,-6.660509,-9.08706,0.73
5.036134,-9.124239,-9.73052,0.77
4.674367,-7.752959,-9.371613,0.77
4.574274,-9.823464,-9.042734,0.37
6.118574,-9.245781,-9.684762,0.37
4.690096,-9.344445,-10.737174,0.37
4.384096,-6.65336,-9.081341,0.73
12.247157,-14.670849,-15.89056,0.77
11.760988,-13.659905,-14.953972,0.77
12.055549,-15.663206,-15.493046,0.37
13.316727,-14.547877,-16.040701,0.37
11.738109,-14.565036,-16.845738,0.37
11.370623,-12.852007,-14.204699,0.73
12.247157,-14.66084,-15.88913,0.77
11.759558,-13.654186,-14.952542,0.77
12.059839,-15.650336,-15.493046,0.37
13.315297,-14.536438,-16.039271,0.37
11.736679,-14.556456,-16.844309,0.37
11.367763,-12.843427,-14.201839,0.73
4.751582,8.289173,-1.618655,0.77
5.264919,9.074192,-2.736842,0.77
3.963703,7.625696,-1.964693,0.37
4.348349,8.95265,-0.856514,0.37
5.55233,7.695761,-1.185394,0.37
5.675302,9.703351,-3.633395,0.73
4.755872,8.289173,-1.624374,0.77
5.266349,9.077052,-2.741132,0.77
3.966563,7.627126,-1.967552,0.37
4.348349,8.946931,-0.860804,0.37
5.56091,7.695761,-1.193973,0.37
5.675302,9.709071,-3.643404,0.73
11.945446,0.59627,-3.533301,0.77
12.124185,-0.667766,-2.825497,0.77
11.991204,0.427543,-4.605732,0.37
12.731895,1.291205,-3.24875,0.37
10.981689,1.029532,-3.281638,0.37
12.265745,-1.681571,-2.257825,0.73
11.952596,0.59055,-3.527582,0.77
12.127045,-0.672057,-2.822637,0.77
11.996923,0.423254,-4.602872,0.37
12.737615,1.282626,-3.243031,0.37
10.994558,1.023813,-3.271628,0.37
12.272895,-1.687291,-2.253533,0.73
-5.385031,-14.404887,1.530001,0.77
-5.123358,-12.980698,1.338393,0.77
-5.410769,-14.906784,0.566243,0.37
-6.343069,-14.539298,2.027609,0.37
-4.601442,-14.845299,2.140571,0.37
-4.913161,-11.839633,1.183963,0.73
-5.385031,-14.399167,1.530001,0.77
-5.123358,-12.973549,1.338393,0.77
-5.413629,-14.899634,0.571963,0.37
-6.33735,-14.535008,2.021889,0.37
-4.604302,-14.845299,2.139141,0.37
-4.913161,-11.829624,1.183963,0.73
-2.206347,-2.562394,9.996483,0.77
-3.574768,-2.325029,9.550352,0.77
-1.685861,-3.187263,9.275809,0.37
-2.214926,-3.062861,10.96167,0.37
-1.678712,-1.615795,10.092286,0.37
-4.672937,-2.136283,9.191445,0.73
-2.212066,-2.563824,9.989333,0.77
-3.583347,-2.326459,9.547491,0.77
-1.690151,-3.188693,9.272949,0.37
-2.226365,-3.065721,10.943081,0.37
-1.677282,-1.621514,10.087996,0.37
-4.685806,-2.134851,9.190015,0.73
-12.127044,5.293517,2.262113,0.77
-11.2548,5.267779,3.431778,0.77
-13.082222,4.834517,2.505198,0.37
-11.665185,4.743002,1.445636,0.37
-12.295774,6.32019,1.947534,0.37
-10.555577,5.24776,4.369797,0.73
-12.127044,5.294947,2.264973,0.77
-11.250511,5.269209,3.436067,0.77
-13.083652,4.835947,2.503768,0.37
-11.669475,4.745863,1.448496,0.37
-12.297204,6.32162,1.948964,0.37
-10.544136,5.25062,4.371227,0.73
2.419403,-11.90398,-10.432605,0.77
1.449926,-11.078923,-11.147557,0.77
3.426058,-11.659465,-10.761482,0.37
2.226366,-12.95496,-10.631361,0.37
2.340758,-11.72524,-9.363034,0.37
0.674916,-10.416874,-11.720951,0.73
2.415113,-11.90112,-10.426884,0.77
1.447066,-11.076063,-11.146127,0.77
3.420338,-11.653746,-10.750043,0.37
2.223506,-12.952101,-10.625642,0.37
2.339328,-11.72238,-9.358744,0.37
0.672056,-10.414015,-11.719521,0.73
6.112854,-16.05357,-10.275314,0.77
7.464117,-15.558823,-10.03223,0.77
5.386461,-15.364355,-9.850632,0.37
5.988452,-17.030197,-9.813453,0.37
5.936976,-16.140795,-11.344885,0.37
8.547986,-15.162737,-9.837763,0.73
6.117144,-16.04928,-10.278174,0.77
7.468406,-15.558823,-10.03366,0.77
5.386461,-15.364355,-9.854922,0.37
5.995602,-17.023047,-9.812024,0.37
5.944125,-16.133644,-11.347745,0.37
8.552276,-15.162737,-9.837763,0.73
-2.440852,4.309741,11.829624,0.77
-1.202552,4.997526,11.475006,0.77
-3.237311,5.034704,11.971184,0.37
-2.300721,3.750647,12.750484,0.37
-2.722543,3.621955,11.036025,0.37
-0.211627,5.549471,11.190455,0.73
-2.439422,4.3126,11.828194,0.77
-1.201122,5.000386,11.475006,0.77
-3.235881,5.036134,11.962605,0.37
-2.297861,3.757796,12.751914,0.37
-2.723973,3.624815,11.036025,0.37
-0.207337,5.55233,11.193314,0.73
14.297643,-4.3412,-4.475611,0.77
14.176101,-4.707256,-5.884068,0.77
13.548372,-3.596216,-4.222517,0.37
15.28714,-3.930815,-4.285432,0.37
14.151793,-5.219162,-3.850741,0.37
14.078868,-5.000386,-7.012265,0.73
14.296214,-4.3412,-4.4799,0.77
14.177531,-4.710116,-5.889788,0.77
13.551232,-3.594786,-4.226807,0.37
15.27427,-3.927955,-4.286862,0.37
14.150363,-5.222022,-3.856461,0.37
14.087447,-5.010395,-7.019416,0.73
-12.852007,-13.824344,-9.40736,0.77
-13.353904,-15.171316,-9.664743,0.77
-13.266681,-13.13227,-10.135183,0.37
-11.768137,-13.814335,-9.484576,0.37
-13.142279,-13.505476,-8.409285,0.37
-13.755709,-16.250897,-9.870651,0.73
-12.857726,-13.828634,-9.40593,0.77
-13.355334,-15.175606,-9.664743,0.77
-13.270971,-13.1337,-10.130894,0.37
-11.778148,-13.821484,-9.480286,0.37
-13.145139,-13.509765,-8.407855,0.37
-13.755709,-16.255187,-9.872081,0.73
-12.481661,-7.132377,-3.328824,0.77
-13.506906,-7.455537,-2.339328,0.77
-12.648961,-6.132872,-3.719188,0.37
-12.523129,-7.845901,-4.146731,0.37
-11.497885,-7.175276,-2.869825,0.37
-14.327671,-7.71292,-1.54716,0.73
-12.49167,-7.135237,-3.317385,0.77
-13.512625,-7.454107,-2.333609,0.77
-12.6604,-6.147171,-3.704889,0.37
-12.537428,-7.837322,-4.129573,0.37
-11.506464,-7.180995,-2.855524,0.37
-14.337682,-7.70863,-1.541441,0.73
-12.563166,12.388717,7.688612,0.77
-13.032176,11.733819,6.471761,0.77
-11.615137,11.958315,7.997472,0.37
-13.292419,12.252876,8.48364,0.37
-12.428755,13.452569,7.508443,0.37
-13.406812,11.207614,5.495134,0.73
-12.563166,12.385858,7.681462,0.77
-13.032176,11.73096,6.467471,0.77
-11.613707,11.951166,7.993182,0.37
-13.288129,12.252876,8.469341,0.37
-12.431615,13.446848,7.499864,0.37
-13.408242,11.204754,5.492274,0.73
-14.838149,-2.327889,10.671399,0.77
-14.058849,-1.504262,9.751968,0.77
-15.799046,-2.569543,10.223838,0.37
-15.004018,-1.788815,11.599408,0.37
-14.304793,-3.25018,10.885884,0.37
-13.433979,-0.843646,9.015566,0.73
-14.82957,-2.326459,10.665679,0.77
-14.053129,-1.499972,9.750538,0.77
-15.793327,-2.572403,10.213828,0.37
-14.989719,-1.787385,11.596549,0.37
-14.297643,-3.243031,10.881595,0.37
-13.42397,-0.836496,9.016996,0.73
6.546116,8.982678,10.762912,0.77
7.142387,10.172361,11.360614,0.77
6.597592,8.153332,11.463567,0.37
7.085191,8.715286,9.856352,0.37
5.505143,9.174285,10.514109,0.37
7.621406,11.127539,11.839633,0.73
6.548976,8.986967,10.762912,0.77
7.145247,10.178081,11.363474,0.77
6.606172,8.164771,11.449269,0.37
7.083761,8.715286,9.863501,0.37
5.506573,9.178575,10.514109,0.37
7.622836,11.136119,11.843923,0.73
-11.231922,-0.095804,-5.24347,0.77
-10.535557,0.067206,-3.970854,0.77
-12.091297,0.567673,-5.282077,0.37
-11.570811,-1.123907,-5.349284,0.37
-10.561297,0.142991,-6.065668,0.37
-9.979324,0.198757,-2.949899,0.73
-11.229062,-0.088654,-5.240611,0.77
-10.534127,0.070065,-3.965132,0.77
-12.089867,0.577683,-5.283507,0.37
-11.562231,-1.106748,-5.350714,0.37
-10.562727,0.14728,-6.059948,0.37
-9.979324,0.195897,-2.939889,0.73
-11.607988,-11.971184,-14.229009,0.77
-10.378267,-11.197605,-14.083157,0.77
-12.161363,-11.962605,-13.293849,0.37
-11.366333,-12.999289,-14.489252,0.37
-12.225708,-11.542213,-15.012597,0.37
-9.394491,-10.575596,-13.965904,0.73
-11.602268,-11.969754,-14.229009,0.77
-10.373978,-11.196175,-14.083157,0.77
-12.155643,-11.961175,-13.295279,0.37
-11.360614,-12.997859,-14.487822,0.37
-12.217128,-11.537923,-15.015457,0.37
-9.388772,-10.574166,-13.963045,0.73
3.24875,-1.409889,-5.766816,0.77
3.519002,-0.333169,-6.713415,0.77
3.85789,-2.276413,-6.0099,0.37
2.199197,-1.688721,-5.815434,0.37
3.483254,-1.08244,-4.757302,0.37
3.736348,0.530495,-7.472695,0.73
3.251609,-1.409889,-5.775395,0.77
3.523292,-0.330309,-6.719135,0.77
3.85789,-2.276413,-6.01705,0.37
2.203487,-1.687291,-5.825443,0.37
3.486114,-1.091019,-4.771601,0.37
3.740638,0.536215,-7.475555,0.73
3.148656,9.438819,-13.516915,0.77
2.62674,8.539407,-12.49167,0.77
3.85074,10.138043,-13.070783,0.37
2.332179,9.995053,-13.970194,0.37
3.659133,8.865425,-14.287634,0.37
2.207777,7.820163,-11.669475,0.73
3.151516,9.435959,-13.514055,0.77
2.62674,8.536547,-12.48738,0.77
3.8536,10.129464,-13.066493,0.37
2.336469,9.989333,-13.968764,0.37
3.659133,8.866855,-14.283345,0.37
2.207777,7.811584,-11.660895,0.73
7.954574,-6.32591,-6.241545,0.77
8.084697,-7.700051,-6.720564,0.77
7.907388,-6.317331,-5.156245,0.37
7.045154,-5.882638,-6.640489,0.37
8.809659,-5.739648,-6.566135,0.37
8.189079,-8.80108,-7.103779,0.73
7.957434,-6.3302,-6.245835,0.77
8.086127,-7.70577,-6.721994,0.77
7.914537,-6.315901,-5.161965,0.37
7.048013,-5.885498,-6.644779,0.37
8.809659,-5.741078,-6.566135,0.37
8.193369,-8.808229,-7.103779,0.73
-4.904582,13.807185,3.208712,0.77
-4.938899,12.465932,3.784965,0.77
-5.626685,13.87868,2.399384,0.37
-3.910797,14.014522,2.818347,0.37
-5.147666,14.543587,3.970853,0.37
-4.967499,11.390642,4.246825,0.73
-4.903152,13.801466,3.211572,0.77
-4.938899,12.461642,3.786395,0.77
-5.620966,13.875821,2.406534,0.37
-3.913656,14.008803,2.825497,0.37
-5.150526,14.535008,3.972283,0.37
-4.964639,11.386353,4.248255,0.73
-15.177036,10.416875,-9.167136,0.77
-14.615084,10.248146,-7.830172,0.77
-15.505915,11.443549,-9.302977,0.37
-16.027832,9.750538,-9.295827,0.37
-14.426335,10.18237,-9.917837,0.37
-14.164662,10.115165,-6.759171,0.73
-15.175606,10.415446,-9.164276,0.77
-14.615084,10.248146,-7.825883,0.77
-15.500196,11.442119,-9.301547,0.37
-16.022112,9.746249,-9.292968,0.37
-14.430625,10.1838,-9.913547,0.37
-14.166092,10.113735,-6.753452,0.73
-2.034759,11.194744,0.717813,0.77
-1.84458,12.50311,1.339823,0.77
-1.072431,10.704286,0.591982,0.37
-2.502339,11.314856,-0.254524,0.37
-2.669637,10.577024,1.345543,0.37
-1.691581,13.551232,1.837431,0.73
-2.036189,11.201895,0.720673,0.77
-1.84458,12.50883,1.344113,0.77
-1.07958,10.711436,0.596271,0.37
-2.505199,11.317717,-0.254524,0.37
-2.672497,10.588464,1.338393,0.37
-1.691581,13.559811,1.844581,0.73
2.200627,15.108401,12.441624,0.77
2.638179,13.827205,12.987849,0.77
3.049992,15.780457,12.35011,0.37
1.461365,15.557392,13.100812,0.37
1.757356,14.959691,11.460708,0.37
2.989936,12.801961,13.42683,0.73
2.203487,15.108401,12.444484,0.77
